CIK,Name,Ex
1403853,Nuverra Environmental Solutions Inc,dosenot
916789,Helen Of Troy LTD,dosenot
1431676,Dong Fang Minerals Inc,No 10-k
1586300,CHC Group LTD,dosenot
46709,Helix Technology Corp,No 10-k
1127393,Hemosense Inc,No 10-k
801748,Hemacare Corp,dosenot
1301348,Hemobiotech Inc,No 10-k
921547,Heritage Oaks Bancorp,dosenot
1283140,Holly Energy Partners LP,dosenot
1101026,Health Enhancement Products Inc,dosenot
1496749,John Hancock Hedged Equity & Income Fund,No 10-k
919010,H E R C Products Inc,No 10-k
1330849,Hercules Offshore Inc,dosenot
748210,Heroes Inc,No 10-k
4447,Hess Corp,dosenot
1127696,Health Sciences Group Inc,No 10-k
1141215,Healthetech Inc,No 10-k
1168478,Hewitt Associates Inc,No 10-k
754813,Healthwarehousecom Inc,dosenot
1380509,HFF Inc,dosenot
892157,HFB Financial Corp,No 10-k
1041550,Hopfed Bancorp Inc,dosenot
1302901,Home Federal Bancorp Inc Of Louisiana,No 10-k
1500375,Home Federal Bancorp Inc Of Louisiana,dosenot
48039,Hollyfrontier Corp,dosenot
881790,HF Financial Corp,dosenot
1029654,Hemlock Federal Financial Corp,No 10-k
1119951,Huifeng Bio-pharmaceutical Technology Inc,No 10-k
1046025,Heritage Financial Corp,dosenot
1081630,Healthgate Data Corp,No 10-k
1177182,High Country Financial Corp,No 10-k
1345840,Hughes Communications Inc,dosenot
1396279,Hhgregg Inc,dosenot
892533,Haggar Corp,No 10-k
1101246,Tec Technology Inc,exists
792013,Harleysville Group Inc,dosenot
1104254,Hudsons Grill International Inc,dosenot
1424415,Elevate Inc,dosenot
1060744,Horizon Group Properties Inc,No 10-k
722723,Hanger Inc,dosenot
1027915,Health Grades Inc,No 10-k
901219,Human Genome Sciences Inc,dosenot
862022,Hugoton Royalty Trust,dosenot
1403570,Quantum Materials Corp,dosenot
741815,Hooper Holmes Inc,dosenot
1112064,Providence Resources Inc,dosenot
1498828,Howard Hughes Corp,dosenot
45919,Harte Hanks Inc,dosenot
1396118,Horiyoshi Worldwide Inc,dosenot
1417398,Hillenbrand Inc,dosenot
318189,Hia Inc,No 10-k
1398632,Highlands Acquisition Corp,No 10-k
47288,Capital One National Association,No 10-k
1017480,Hibbett Sports Inc,dosenot
47307,Hickok Inc,dosenot
1112424,Hienergy Technologies Inc,No 10-k
891760,Western Asset High Income Fund Inc,No 10-k
1065246,Hi,No 10-k
874766,Hartford Financial Services Group Inc,dosenot
1227122,Helios High Income Fund Inc,No 10-k
1262415,Highland Hospitality Corp,No 10-k
1501585,Huntington Ingalls Industries Inc,dosenot
1561387,Health Insurance Innovations Inc,dosenot
1287808,Hill International Inc,dosenot
1042783,Dot Hill Systems Corp,dosenot
910068,Western Asset High Income Opportunity Fund Inc,No 10-k
779226,Diversified Corporate Resources Inc,No 10-k
1168652,Hireright Inc,No 10-k
830474,Blackrock High Income Shares,No 10-k
763730,Gallery Of History Inc,No 10-k
887497,Hi Tech Pharmacal Co Inc,dosenot
1130866,Hittite Microwave Corp,dosenot
899426,Calypte Biomedical Corp,dosenot
921082,Highwoods Properties Inc,dosenot
1058239,Western Asset High Income Fund II Inc,No 10-k
1374135,Biocube Inc,dosenot
1069249,House Of Taylor Jewelry Inc,No 10-k
1282648,Halcon Resources Corp,dosenot
812906,Hancock Fabrics Inc,dosenot
719413,Hecla Mining Co,dosenot
1274563,Helicos Biosciences Corp,dosenot
1402364,Secure America Acquisition Corp,No 10-k
818682,Harolds Stores Inc,No 10-k
791449,Herbalife International Inc,No 10-k
1180262,Herbalife LTD,dosenot
1050894,Home Loan Financial Corp,No 10-k
851310,Harmonic Inc,dosenot
1306527,Hiland Partners LP,No 10-k
1107802,Headliners Entertainment Group Inc,No 10-k
805902,Previsto International Holdings Inc,dosenot
868512,Sun-times Media Group Inc,No 10-k
911707,Hollinger Inc,No 10-k
785161,Healthsouth Corp,dosenot
1513161,Home Loan Servicing Solutions LTD,dosenot
47580,Hilton Hotels Corp,No 10-k
1585689,Hilton Worldwide Holdings Inc,dosenot
1009575,HLTH Corp,No 10-k
45694,Noram Capital Holdings,No 10-k
1034674,Hamptons Luxury Homes Inc,No 10-k
1373980,Heelys Inc,dosenot
905895,Hollywood Entertainment Corp,No 10-k
792985,Health Management Associates Inc,dosenot
1412095,Sgoco Group LTD,No 10-k
1283683,Homebanc Corp,No 10-k
1049129,HLM Design Inc,No 10-k
715031,Home Director Inc,No 10-k
923118,Home Properties Inc,dosenot
46109,Hastings Manufacturing Co,No 10-k
311817,HMG Courtland Properties Inc,dosenot
892822,Hemagen Diagnostics Inc,dosenot
1343602,Helios Multi-sector High Income Fund Inc,No 10-k
1080426,Holmes Biopharma Inc,No 10-k
1580156,Houghton Mifflin Harcourt Co,dosenot
46445,Hmi Industries Inc,No 10-k
850141,Horace Mann Educators Corp,dosenot
1040792,Helios & Matheson Analytics Inc,dosenot
1471136,Hondo Minerals Corp,dosenot
921183,HMN Financial Inc,dosenot
1052958,Horizon Medical Products Inc,No 10-k
3155,Alabama Telephone Co Inc,No 10-k
1143155,Hampton Roads Bankshares Inc,dosenot
1412203,Sports Properties Acquisition Corp,No 10-k
1518715,Homestreet Inc,dosenot
1196501,HMS Holdings Corp,dosenot
1461640,Hometown Bankshares Corp,dosenot
1567345,Hemisphere Media Group Inc,dosenot
1503658,Homeownusa,exists
723371,Hartmarx Corp,No 10-k
702902,Harleysville National Corp,No 10-k
1445175,Highlight Networks Inc,dosenot
853733,Hanover Foods Corp,No 10-k
48287,Hni Corp,dosenot
1145255,Hennessy Advisors Inc,dosenot
831232,Gottaplay Interactive Inc,No 10-k
845289,Harvest Natural Resources Inc,dosenot
788965,Hallador Energy Co,dosenot
1276591,Hansen Medical Inc,dosenot
916085,Health Net Inc,dosenot
65224,Huntmountain Resources,No 10-k
320333,Hanover Direct Inc,No 10-k
1388126,Pioneer Diversified High Income Trust,No 10-k
46640,Heinz H J Co,dosenot
833795,Homefed Corp,dosenot
1051431,Horizon Offshore Inc,No 10-k
1077688,Hooker Furniture Corp,dosenot
793952,Harley Davidson Inc,dosenot
1075636,Heartland Oil & Gas Corp,No 10-k
1178336,Hoku Scientific Inc,dosenot
1408348,China Holdings Acquisition Corp,No 10-k
912544,Hollywood Media Corp,dosenot
859737,Hologic Inc,dosenot
855424,Home Solutions Of America Inc,No 10-k
1331520,Home Bancshares Inc,dosenot
1283858,Home Federal Bancorp Inc,No 10-k
1413440,Home Federal Bancorp Inc,dosenot
867493,Community Bancorp Indiana,dosenot
1006459,Timios National Corp,dosenot
814457,Home Products International Inc,No 10-k
773840,Honeywell International Inc,dosenot
883505,Glacier Water Services Inc,No 10-k
935007,Horizon Health Corp,No 10-k
1003515,Hines Horticulture Inc,No 10-k
1131227,Hornbeck Offshore Services Inc,dosenot
778423,Amerihost Properties Inc,No 10-k
316206,Starwood Hotel & Resorts Worldwide Inc,dosenot
1339256,Hot Mamas Foods Inc,dosenot
1106838,Chanticleer Holdings Inc,dosenot
1017712,Hot Topic Inc,dosenot
1174814,Hotel Outsource Management International Inc,dosenot
357294,Hovnanian Enterprises Inc,dosenot
46765,Helmerich & Payne Inc,dosenot
1519817,Hyde Park Acquisition Corp II,dosenot
46989,Hercules Inc,No 10-k
1140657,Huntington Preferred Capital Inc,dosenot
1426808,HPC Pos System Corp,dosenot
1189740,John Hancock Preferred Income Fund II,No 10-k
1363381,Hiland Holdings GP LP,No 10-k
1176199,John Hancock Preferred Income Fund,No 10-k
1368308,Highpower International Inc,dosenot
1121980,HPL Technologies Inc,No 10-k
1094238,Harris Interactive Inc,dosenot
1482512,Hudson Pacific Properties Inc,dosenot
47217,Hewlett Packard Co,dosenot
1470244,Healthport Inc,No 10-k
1215913,John Hancock Preferred Income Fund III,No 10-k
945394,Hospitality Properties Trust,dosenot
1021435,Hopto Inc,dosenot
1386858,Hyperion Therapeutics Inc,dosenot
1430872,Green Star Mining Corp,dosenot
805267,H&Q Healthcare Investors,No 10-k
884121,H&Q Life Sciences Investors,No 10-k
857073,HQ Sustainable Maritime Industries Inc,No 10-k
899749,Healthcare Realty Trust Inc,dosenot
1168940,Houseraising Inc,No 10-k
1294435,Ku6 Media Co LTD,No 10-k
12659,H&R Block Inc,dosenot
1116616,Harbor Global Co LTD,No 10-k
1266719,Harbin Electric Inc,dosenot
899394,Harbor Biosciences Inc,dosenot
1057007,Hudson River Bancorp Inc,No 10-k
47518,Hill-rom Holdings Inc,dosenot
949427,Hartcourt Companies Inc,No 10-k
109177,Harbinger Group Inc,dosenot
814898,Hilb Rogal & Hobbs Co,No 10-k
1104200,Hybrid Fuels Inc,No 10-k
48465,Hormel Foods Corp,dosenot
47035,Herley Industries Inc,No 10-k
202058,Harris Corp,dosenot
915909,Hirsch International Corp,No 10-k
819689,Arrhythmia Research Technology Inc,dosenot
791118,Healthrenu Medical Inc,No 10-k
46043,Harvey Electronics Inc,No 10-k
865439,Hallwood Realty Partners LP,No 10-k
1302707,Horizon Lines Inc,dosenot
1320222,Horizon Lines LLC,No 10-k
1002682,Horizon Financial Corp,No 10-k
1487428,Horizon Technology Finance Corp,dosenot
1339553,Healthspring Inc,dosenot
1275902,Helios Strategic Income Fund Inc,No 10-k
1075244,High Speed Access Corp,No 10-k
1494186,Highlands Bancorp Inc,dosenot
45876,Harsco Corp,dosenot
86317,Hartford Income Shares Fund Inc,No 10-k
354964,HSBC Finance Corp,dosenot
23666,Hillshire Brands Co,dosenot
1000228,Henry Schein Inc,dosenot
1066605,Heidrick & Struggles International Inc,dosenot
1038133,Heska Corp,dosenot
1173788,Hyperion Strategic Mortgage Income Fund Inc,No 10-k
1434729,HSN Inc,dosenot
1210708,Hudson Global Inc,dosenot
922503,Univision Radio,No 10-k
1274057,Hospira Inc,dosenot
777516,Healthsport Inc,No 10-k
1109329,Hesperia Holding Inc,No 10-k
1302141,Hesperia Holding Inc,No 10-k
918027,Hi Shear Technology Corp,No 10-k
1093913,Health Systems Solutions Inc,No 10-k
1070750,Host Hotels & Resorts Inc,dosenot
1298700,Heartstat Technology Inc,No 10-k
1059078,Homestead Bancorp Inc,No 10-k
1297203,HS3 Technologies Inc,dosenot
1095565,Healthstream Inc,dosenot
1368365,Remark Media Inc,dosenot
47111,Hershey Co,dosenot
790066,Global Ecology Corp,dosenot
1172319,Home System Group,dosenot
1288837,Logsearch Inc,No 10-k
1063344,Hersha Hospitality Trust,dosenot
1538263,Hometrust Bancshares Inc,dosenot
1053352,Heritage Commerce Corp,dosenot
1476963,Heat Biologics Inc,dosenot
889949,Hungarian Telephone & Cable Corp,No 10-k
1410240,Hughes Telematics Inc,dosenot
772897,Hutchinson Technology Inc,dosenot
766561,Hickory Tech Corp,dosenot
1260041,John Hancock Tax-advantaged Dividend Income Fund,No 10-k
28146,Hydron Technologies Inc,No 10-k
715593,Hytek Microsystems Inc,No 10-k
1158265,Heritage Property Investment Trust Inc,No 10-k
1280784,Hercules Technology Growth Capital Inc,dosenot
1265131,Hilltop Holdings Inc,dosenot
1508363,Health In Harmony Inc,dosenot
46267,Hawthorne Financial Corp,No 10-k
843964,Heartland Partners LP,No 10-k
799233,Heartland Express Inc,dosenot
920112,Heartland Financial USA Inc,dosenot
1084415,Heartland Inc,dosenot
1172136,US Geothermal Inc,dosenot
895415,Hyperion 2005 Investment Grade Opportunity Term Trust Inc,No 10-k
851169,Brookfield Total Return Fund Inc,No 10-k
1018871,Healthtronics Inc,No 10-k
1419521,Hatteras Financial Corp,dosenot
85704,Harris Teeter Supermarkets Inc,dosenot
949536,Hearst Television Inc,No 10-k
1126960,Hartville Group Inc,No 10-k
1392922,Hometown Bancorpinc,No 10-k
1562214,HF2 Financial Management Inc,dosenot
1396502,John Hancock Tax-advantaged Global Shareholder Yield Fund,No 10-k
1364479,Hertz Global Holdings Inc,dosenot
703559,United Bancorp Hudson,No 10-k
48898,Hubbell Inc,dosenot
940942,Hub Group Inc,dosenot
225463,Huffy Corp,No 10-k
49029,Hughes Supply Inc,No 10-k
49071,Humana Inc,dosenot
1100976,Humatech Inc,No 10-k
1307954,Huntsman Corp,dosenot
1096208,Abazias Inc,No 10-k
315374,Hurco Companies Inc,dosenot
1289848,Huron Consulting Group Inc,dosenot
1156041,Houston American Energy Corp,dosenot
83246,HSBC USA Inc,dosenot
722256,Hudson Valley Holding Corp,dosenot
778165,Rock Energy Resources Inc,dosenot
785544,Azur Holdings Inc,No 10-k
216085,Haverty Furniture Companies Inc,dosenot
1003344,Headwaters Inc,dosenot
704415,Healthways Inc,dosenot
1356949,Houston Wire & Cable Co,dosenot
1009242,Home Financial Bancorp,No 10-k
1063997,Harrington West Financial Group Inc,No 10-k
355766,Hallwood Group Inc,dosenot
849240,Hawk Corp,No 10-k
46250,Hawkins Inc,dosenot
1084263,Highway One Oweb Inc,No 10-k
1175445,Hawk Systems Inc,No 10-k
1034682,Heritage Worldwide Inc,No 10-k
720671,Halifax Corp Of Virginia,No 10-k
831749,Helix Biomedix Inc,dosenot
717605,Hexcel Corp,dosenot
1315756,Huayue Electronics Inc,dosenot
1381807,Huixin Waste Water Solutions Inc,dosenot
1173514,Hyster-yale Materials Handling Inc,dosenot
825345,New America High Income Fund Inc,No 10-k
719447,Hycor Biomedical Inc,No 10-k
1141263,Li-ion Motors Corp,dosenot
1045769,Hypercom Corp,dosenot
704432,Hydromer Inc,dosenot
1116030,Hydril Co,No 10-k
716101,Equitex Inc,No 10-k
1396638,Valles Angel Michel,No 10-k
1272703,Hydrogen Engine Center Inc,No 10-k
1060392,Managed High Yield Plus Fund Inc,No 10-k
1119985,Hydrogenics Corp,No 10-k
820537,High Yield Income Fund Inc,No 10-k
1497186,Western Asset High Yield Defined Opportunity Fund Inc,No 10-k
858655,Haynes International Inc,dosenot
828990,High Yield Plus Fund Inc,No 10-k
745774,Hyperfeed Technologies Inc,No 10-k
1107809,Hydroflo Inc,No 10-k
1001113,Hyperion Solutions Corp,No 10-k
1481028,Hypersolar Inc,dosenot
1049549,Blackrock Corporate High Yield Fund III Inc,No 10-k
1222401,Blackrock Corporate High Yield Fund VI Inc,No 10-k
1136174,Catasys Inc,dosenot
1160469,Blackrock Corporate High Yield Fund V Inc,No 10-k
920600,Horizon Financial Services Corp,No 10-k
1074458,Manasota Group Inc,dosenot
1526726,Horizon Minerals Corp,dosenot
1492426,Horizon Pharma Inc,dosenot
1057060,Marinemax Inc,dosenot
853464,Herzog International Holdings Inc,No 10-k
880026,Insurance Auto Auctions Inc,No 10-k
1018336,Information Architects Corp,dosenot
891103,Iac,dosenot
1385632,Ing Asia Pacific High Dividend Equity Income Fund,No 10-k
779336,Aberdeen Australia Equity Fund Inc,No 10-k
1077634,Ia Global Inc,dosenot
1291047,Internet Acquisition Group Inc,No 10-k
803578,Information Analysis Inc,dosenot
51103,International Aluminum Corp,No 10-k
1389771,Inter-atlantic Financial Inc,No 10-k
1328494,Interamerican Acquisition Group Inc,No 10-k
917250,Advanta Home Equity Loan Trust 1993-3,No 10-k
917520,Integra Lifesciences Holdings Corp,dosenot
945641,Ias Energy Inc,No 10-k
1200022,Integrated Alarm Services Group Inc,No 10-k
854152,Actv Inc,No 10-k
820380,International Automated Systems Inc,dosenot
813634,International Absorbents Inc,No 10-k
1091756,Ibasis Inc,No 10-k
1358700,Ibroadband Inc,No 10-k
927807,Intervest Bancshares Corp,dosenot
829499,Interstate Bakeries Corp,No 10-k
39311,Independent Bank Corp,dosenot
842927,Interactive Brand Development Inc,No 10-k
1357528,Independent Bancshares Inc,No 10-k
1174890,Traceguard Technologies Inc,No 10-k
1250189,Interline Brands Inc,No 10-k
1292900,Interline Brands Inc,dosenot
1420720,Ibio Inc,dosenot
855182,Ibis Technology Corp,No 10-k
933141,Iberiabank Corp,dosenot
1381197,Interactive Brokers Group Inc,dosenot
51143,International Business Machines Corp,exists
764241,Integra Bank Corp,dosenot
315709,International Bancshares Corp,dosenot
1103390,Ardea Biosciences Inc,dosenot
1040863,Integrated Business Systems & Services Inc,No 10-k
890543,International Barrier Technology Inc,dosenot
1564618,Independent Bank Group Inc,dosenot
1113677,Ibx Group Inc,No 10-k
1079893,Ibiz Technology Corp,No 10-k
1269155,Ibiz Inc,No 10-k
749660,Icad Inc,dosenot
1072988,Incall Systems Inc,No 10-k
93284,Morgan Stanley Income Securities Inc,No 10-k
945734,Independence Community Bank Corp,No 10-k
1079574,Globalnetcare Inc,No 10-k
894738,Easylink Services International Corp,dosenot
811641,Immucell Corp,dosenot
1084421,Insight Communications Co Inc,No 10-k
1094572,Icop Digital Inc,No 10-k
1174746,Intercontinentalexchange Inc,dosenot
1571949,Intercontinentalexchange Group Inc,exists
1482080,Cellular Dynamics International Inc,dosenot
1097718,Iceweb Inc,dosenot
1362004,Icf International Inc,dosenot
1013240,Icg Communications Inc,No 10-k
1085621,Icg Group Inc,dosenot
902622,Icagen Inc,dosenot
1001871,Investors Capital Holdings LTD,dosenot
1317639,International Cellular Accessories,dosenot
1128725,Intercloud Systems Inc,dosenot
1378846,Interclick Inc,dosenot
1350073,Paw Spa Inc,dosenot
1423325,Incoming Inc,dosenot
1025707,Incentra Solutions Inc,No 10-k
1320934,International Coal Group Inc,No 10-k
353567,Ico Inc,No 10-k
1121610,New Ico Global Communications Holdings LTD,No 10-k
857737,Iconix Brand Group Inc,dosenot
1057217,Icoria Inc,No 10-k
874294,Icos Corp,No 10-k
1054930,Intercept Inc,No 10-k
1270073,Intercept Pharmaceuticals Inc,dosenot
1301712,Ironclad Performance Wear Corp,dosenot
913342,Morgan Stanley Insured California Municipal Sec,No 10-k
874689,Integrated Circuit Systems Inc,No 10-k
1013149,Ict Group Inc,No 10-k
1076522,International Commercial Television Inc,dosenot
1010134,Icts International N V,No 10-k
1005663,Euro Group Of Companies Inc,dosenot
883984,Icu Medical Inc,dosenot
1334303,Icx Technologies Inc,No 10-k
917731,Packaged Ice Inc,No 10-k
1057877,Idacorp Inc,dosenot
1543395,Idaho North Resources Corp,dosenot
49648,Idaho Power Co,dosenot
1004981,Idna Inc,No 10-k
888165,Interactive Data Corp,dosenot
354913,Interdigital Inc,No 10-k
1405495,Interdigital Inc,dosenot
1111696,Id-confirm Inc,No 10-k
812880,National Datacomputer Inc,dosenot
1280821,Idcentrix Inc,dosenot
1163461,Integrated Defense Technologies Inc,No 10-k
1417802,Ing Infrastructure Industrials & Materials Fund,No 10-k
1430744,International Development & Environmental Holdings,dosenot
854222,Endo Pharmaceuticals Solutions Inc,No 10-k
1132686,Indiginet Inc,No 10-k
356870,Indigo-energy Inc,dosenot
1084702,Inca Designs Inc,No 10-k
1042351,Industrial Distribution Group Inc,No 10-k
1505124,Berkshire Homes Inc,dosenot
1402225,Ideation Acquisition Corp,No 10-k
1460329,Tiger Media Inc,dosenot
1110418,Idi Global Inc,No 10-k
1093649,Idenix Pharmaceuticals Inc,dosenot
1451520,Idle Media Inc,dosenot
822206,Idm Pharma Inc,No 10-k
1364623,Jakes Trucking International Inc,No 10-k
1040896,Intellicheck Mobilisa Inc,dosenot
1353406,Independence Energy Corp,dosenot
735780,Identix Inc,No 10-k
1301367,Ido Security Inc,dosenot
1035146,Intrawest Corp,No 10-k
861838,Idera Pharmaceuticals Inc,dosenot
4187,Industrial Services Of America Inc,dosenot
1035422,Mindesta Inc,dosenot
1533455,Ids Industries Inc,dosenot
49615,Id Systems Inc,dosenot
1005731,Idt Corp,dosenot
703361,Integrated Device Technology Inc,dosenot
1081338,Indian Village Bancorp Inc,No 10-k
1389415,Infrastructure Developments Corp,dosenot
1333077,Xeno Transplants Corp,No 10-k
1121901,Global Earth Energy Inc,dosenot
866415,International Displayworks Inc,No 10-k
1001185,Idx Systems Corp,No 10-k
874716,Idexx Laboratories Inc,dosenot
1311828,Independence Bancshares Inc,dosenot
49728,Iec Electronics Corp,dosenot
1145124,Investools Inc,No 10-k
1510891,India Ecommerce Corp,dosenot
50292,Ieh Corporation,dosenot
717751,International Electronics Inc,No 10-k
813762,Icahn Enterprises LP,dosenot
1048268,Integrated Electrical Services Inc,dosenot
1083742,Intrepid Technology & Resources Inc,No 10-k
1084031,Integrated Environmental Technologies LTD,dosenot
1156337,International Card Establishment Inc,dosenot
832101,Idex Corp,dosenot
859120,Aberdeen Indonesia Fund Inc,No 10-k
1414899,Interfac Mining Inc,No 10-k
1383859,Infrastructure Materials Corp,dosenot
1070906,Icy Splash Food & Beverage Inc,No 10-k
52617,Irwin Financial Corp,No 10-k
1082471,Integrity Financial Corp,No 10-k
755933,Interchange Financial Services Corp,No 10-k
783284,Integrated Freight Corp,dosenot
1019216,International Food Products Group Inc,dosenot
51253,International Flavors & Fragrances Inc,dosenot
1161973,Morgan Stanley Institutional Fund Of Hedge Funds LP,No 10-k
949589,Investors Financial Services Corp,No 10-k
741114,Isatori Inc,dosenot
1145019,Phantom Entertainment Inc,No 10-k
1315320,Infologix Inc,No 10-k
885475,Eco-shift Power Corp,dosenot
1352755,International Fight League Inc,No 10-k
857728,I Flow Corp,No 10-k
1270436,Institutional Financial Markets Inc,dosenot
1123458,Informedix Holdings Inc,No 10-k
917100,India Fund Inc,No 10-k
822746,Infinity Energy Resources Inc,dosenot
1274032,Infosonics Corp,dosenot
893816,Infocrossing Inc,No 10-k
1418115,Verity Corp,dosenot
1067462,Insignia Financial Group Inc,No 10-k
1276827,Infrasource Services Inc,No 10-k
1302849,Ideal Financial Solutions Inc,dosenot
875296,Lapolla Industries Inc,dosenot
1494448,Imperial Holdings Inc,dosenot
1037417,Steel Vault Corp,No 10-k
1078723,International Fuel Technology Inc,dosenot
895095,Insightful Corp,No 10-k
1076310,Infinex Ventures Inc,No 10-k
352998,Igi Laboratories Inc,dosenot
1332943,Ing Global Advantage & Premium Opportunity Fund,No 10-k
919603,Igia Inc,No 10-k
1126411,Surgline International Inc,dosenot
807364,Interstate General Co LP,No 10-k
1326205,India Globalization Capital Inc,exists
1285890,Ing Global Equity Dividend & Premium Opportunity Fund,No 10-k
915461,Indigenous Global Development Corp,No 10-k
916304,Igen International Inc,No 10-k
1393540,Igen Networks Corp,dosenot
1137019,Imagistics International Inc,No 10-k
1462586,Western Asset Investment Grade Defined Opportunity Trust Inc,No 10-k
1031905,Ibsg International Inc,No 10-k
820626,Imc Global Inc,No 10-k
1285236,Nitro Petroleum Inc,dosenot
793160,Igene Biotechnology Inc,No 10-k
1341470,Intersearch Group Inc,dosenot
1075656,Igo Inc,dosenot
1335725,Israel Growth Partners Acquisition Corp,dosenot
1296524,Ignis Petroleum Group Inc,No 10-k
1268884,Cbre Clarion Global Real Estate Income Fund,No 10-k
353944,International Game Technology,dosenot
1024732,Igate Corp,dosenot
861058,Ingen Technologies Inc,No 10-k
1098880,Intelgenx Technologies Corp,dosenot
701869,Independence Holding Co,dosenot
1051488,Integrated Healthcare Holdings Inc,dosenot
1496292,Ing Emerging Markets High Dividend Equity Fund,No 10-k
1063744,Information Holdings Inc,No 10-k
1450598,Invitel Holdings A,No 10-k
1059341,Interstate Hotels & Resorts Inc,No 10-k
55362,Investors Heritage Capital Corp,dosenot
1316360,Ihs Inc,dosenot
82473,Innsuites Hospitality Trust,dosenot
1094788,Integrative Health Technologies Inc,No 10-k
351685,Helm Capital Group Inc,No 10-k
1316925,Ivivi Technologies Inc,No 10-k
1254634,Ing Clarion Real Estate Income Fund,No 10-k
894146,Invesco California Municipal Income Trust,No 10-k
745655,China Crescent Enterprises Inc,dosenot
1395627,Ing International High Dividend Equity Income Fund,No 10-k
916618,Morgan Stanley India Investment Fund Inc,No 10-k
1371489,Information Services Group Inc,dosenot
764401,Insteel Industries Inc,dosenot
1434620,Interval Leisure Group Inc,dosenot
885601,Invesco Value Municipal Income Trust,No 10-k
1333179,Morgan Stanley Insured Municipal Income Trust,No 10-k
1070045,China Integrated Energy Inc,dosenot
88790,Intricon Corp,dosenot
1041333,Indus International Inc,No 10-k
49975,Cigna Investment Securities,No 10-k
820318,Ii-vi Inc,dosenot
1219210,Ikanos Communications,dosenot
1479919,Face Up Entertainment Group Inc,dosenot
1130809,Ikona Gear International Inc,No 10-k
3370,Ikon Office Solutions Inc,No 10-k
1083301,Ikonics Corp,dosenot
1343750,Shadow Marketing Inc,No 10-k
1024623,Intralinks Inc,No 10-k
1488075,Intralinks Holdings Inc,dosenot
66960,Aquila  Inc,No 10-k
1042291,Ilinc Communications Inc,No 10-k
1383006,Evolucia Inc,dosenot
1037649,Interleukin Genetics Inc,dosenot
52935,International Leisure Hosts LTD,No 10-k
873998,Interlott Technologies Inc,No 10-k
730037,Illini Corp,No 10-k
1110803,Illumina Inc,dosenot
1059677,Industrial Enterprises Of America Inc,No 10-k
1163848,Intralase Corp,No 10-k
1100788,International Star Inc,dosenot
1073362,Occidental Development Group Inc,dosenot
1355559,Telupay International Inc,dosenot
819551,Ilx Resorts Inc,No 10-k
1001915,Ilex Oncology Inc,No 10-k
1018003,Ingram Micro Inc,dosenot
1046032,Imagemax Inc,No 10-k
1093242,Imanage Inc,No 10-k
921582,Imax Corp,dosenot
861185,Invesco Value Municipal Bond Trust,No 10-k
51410,International Multifoods Corp,No 10-k
1284506,Intermountain Community Bancorp,dosenot
884650,Infinite Group Inc,dosenot
765258,Imclone Systems Inc,No 10-k
790708,Impco Technologies Inc,No 10-k
109831,Inamed Corp,No 10-k
1399488,In Media Corp,dosenot
726037,Windgen Energy Inc,dosenot
790652,Imaging Diagnostic Systems Inc,dosenot
1208498,Imedia International Inc,No 10-k
1283721,Western Asset Inflation Management Fund Inc,No 10-k
1022329,Impsat Fiber Networks Inc,No 10-k
351012,Intermagnetics General Corp,No 10-k
1205181,Imaging3 Inc,dosenot
1047540,Momentum Holdings Corp,No 10-k
855654,Immunogen Inc,dosenot
1063842,Image Innovations Holdings Inc,No 10-k
1000298,Impac Mortgage Holdings Inc,dosenot
1311241,Intermolecular Inc,dosenot
1084182,Immediatek Inc,dosenot
50493,Ingles Markets Inc,dosenot
703339,Capital Group Holdings Inc,dosenot
882509,Immtech Pharmaceuticals Inc,No 10-k
1023132,Kalmar Pooled Investment Trust,No 10-k
1083132,Immunicon Corp,No 10-k
1058811,Immersion Corp,dosenot
722830,Immunomedics Inc,dosenot
1360214,Imprimis Pharmaceuticals Inc,dosenot
1014111,Imation Corp,dosenot
1448900,Coronus Solar Inc,dosenot
817785,Orchestra Therapeutics Inc,No 10-k
1104017,I Many Inc,No 10-k
1088312,Uni Core Holdings Corp,dosenot
1026448,Impac Medical Systems Inc,No 10-k
1003114,Impath Inc,No 10-k
49930,Imperial Industries Inc,dosenot
1043561,Improvenet Inc,No 10-k
1364962,Imperva Inc,dosenot
1123695,Imarx Therapeutics Inc,No 10-k
913345,Morgan Stanley Insured Municipal Securities,No 10-k
880161,Invesco Value Municipal Trust,No 10-k
1110648,Image Technology Laboratories Inc,dosenot
725394,Imaging Technologies Corp,dosenot
725395,Caldera Corp,dosenot
1160142,Intermetro Communications Inc,dosenot
1115551,Interactive Motorsports & Entertainment Corp,No 10-k
822411,Immunocellular Therapeutics LTD,dosenot
1142790,Tauriga Sciences Inc,dosenot
1068874,Implant Sciences Corp,dosenot
1375623,Immunosyn Corp,No 10-k
1096512,Infonet Services Corp,No 10-k
1375911,Isdera North America Inc,dosenot
1056386,Internap Network Services Corp,dosenot
1016504,Integrated Biopharma Inc,dosenot
1395057,Cohen & Steers Global Income Builder Inc,No 10-k
1562463,First Internet Bancorp,dosenot
1277859,International Consolidated Companies Inc,No 10-k
1076541,Innocom Technology Holdings Inc,dosenot
936538,Incara Pharmaceuticals Corp,No 10-k
879169,Incyte Corp,dosenot
776901,Independent Bank Corp,dosenot
1128252,Industries International Inc,No 10-k
1263813,United America Indemnity LTD,No 10-k
355431,Inei Corp,dosenot
1080131,Internet Brands Inc,No 10-k
